id,Titel,Satz,Suspense,Fragesatz,Satzlänge
165,Am Kamin,"Schon in der Nähe des Hauses, während er zwischen den Rabatten auf dem geraden Steige des Gartens entlangging, warf er zufällig einen Blick nach dem Fenster seiner Kammer hinauf.",1,0,29
166,Am Kamin,"Da saß oben ein Ding, ungestaltig und molkig, und guckte durch die Scheiben in den Garten hinab.
",1,0,17
167,Am Kamin,"Der junge Mann verlor plötzlich die Lust, mit solcher Gesellschaft noch länger in Quartier zu liegen.",0,0,16
168,Am Kamin,Er kehrte um und suchte sich für diese Nacht ein Unterkommen in der Herberge.,0,0,14
169,Am Kamin,"Am andern Morgen aber – so erzählte mir sein Sohn – nahm er seinen Abschied und verließ die Stadt, ohne jemals erfahren zu haben, womit er so lange in einer Kammer gehaust habe.",0,0,33
170,Am Kamin,Kann ich mir auch nichts bei denken.,0,0,7
171,Am Kamin,"Geht mir ebenso, alter Herr.",0,0,5
172,Am Kamin,"Ich dächte doch, das wäre eine echte rechte Spukgeschichte; oder was fehlt denn noch daran?",0,1,15
173,Am Kamin,Sie hat keine Pointe.,0,0,4
174,Am Kamin,So?,0,1,1
175,Am Kamin,"Aber ein Teil dieser Geschichten tritt eben mit dem Reiz des Rätsels an uns heran und drängt uns, den Dingen nachzuspüren, die, wenngleich selber längst vergangen, noch solche Schatten aus dem leeren Raume fallen lassen.",0,0,35
176,Am Kamin,"Nun, und Ihre Geschichte?",0,1,4
177,Am Kamin,"Will ich ganz dem Scharfsinn der Damen überlassen und Ihnen lieber etwas anderes erzählen, wo ein solcher Zusammenhang sich von selbst ergibt, indem der Reflex der Begebenheit mit dieser selbst scheinbar in einen Moment zusammenfällt.",0,0,35
178,Am Kamin,"Auf dem Gymnasium zu H. hatte ich einen Schulkameraden, einen fleißigen und geschickten Menschen, mit welchem ich, da er in meiner Nachbarschaft wohnte, in fast täglichem Verkehr lebte.",0,0,28
179,Am Kamin,"Als er eben in Sekunda eingetreten war, starb der Vater, welcher ein kleines städtisches Amt bekleidet hatte, und hinterließ Sohn und Witwe in den bedrängtesten Umständen.",0,0,26
180,Am Kamin,"Mit Hülfe von Stipendien, deren es dort viele gab, hätte mein Freund dessenungeachtet wohl seinen Plan, die Rechte zu studieren, durchführen können;",0,0,22
181,Am Kamin,"aber der lebhafte Wunsch, schon jetzt etwas zu verdienen und dadurch die letzten Jahre seiner alternden Mutter zu erleichtern, veranlaßte ihn, vom Gymnasium abzugehen und auf dem dortigen Amtshause als Lohnschreiber einzutreten.",0,0,32
182,Am Kamin,Unser Umgang wurde dadurch nicht unterbrochen;,0,0,6
183,Am Kamin,"wir machten wie sonst des Mittags unsern gemeinschaftlichen Spaziergang, und abends, wenn er aus seiner Kanzlei nach Hause gekommen war, saßen wir in dem von ihm und seiner Mutter gemeinschaftlich bewohnten Zimmer und nahmen miteinander die Lektionen durch, welche am folgenden Tage in der Schule vorkommen sollten;",0,0,47
184,Am Kamin,"denn er hatte seine Lebenspläne keineswegs gänzlich aufgegeben, und wo der Abend nicht reichte, nahm er unbedenklich die Nacht zu Hülfe.",0,0,21
185,Am Kamin,So habe ich manche Stunde dort verbracht in gemeinsamer Arbeit oder in gemütlichem Gespräch.,0,0,14
186,Am Kamin,Die Mutter pflegte mit ihrem Strickzeug neben uns vor der kleinen Lampe zu sitzen.,0,0,14
187,Am Kamin,"Ich sehe noch das stille, etwas kränkliche Gesicht, wenn sie mitunter von der Arbeit aufblickte und mit einem Ausdruck der Sorge und der zärtlichsten Verehrung die Augen auf ihrem einzigen Kinde ruhen ließ.",0,0,33
188,Am Kamin,"Er nahm dann wohl, wenn er es bemerkte, ihre blasse Hand und hielt sie fest in der seinigen, während er in dem vor ihm liegenden Buche weiterlas.",0,0,27
189,Am Kamin,"Aber es ging dann nicht wie sonst, es war, als wenn die Zärtlichkeit für seine Mutter ihm die Gedanken zerstreute, und ich erinnere mich noch, wie ihm bei solchem Anlaß plötzlich die Tränen aus den Augen sprangen und er dann mit einem Lächeln und einem kurzen Blick auf sie ihre Hand sanft in ihren Schoß zurücklegte.",0,0,56
190,Am Kamin,"Es war eine Luft des Friedens und der Stille in diesem Zimmer, wie ich sie nirgend sonst empfunden habe.",0,0,19
191,Am Kamin,"An der einen Wand stand ein altes dürftiges Klavier; mitunter sangen wir daran; dann legte die alte Frau ihr Strickzeug in den Schoß, und war es zufällig eine Melodie aus ihrer Jugend, so stand sie auch wohl auf und ging mit unhörbaren Schritten und leise vor sich hinsummend im Zimmer auf und ab.",0,0,53
192,Am Kamin,"Wenn es aber an der Wand auf der kleinen Schwarzwälder Uhr zehn geschlagen hatte, begann sie allmählich einen unruhigen Blick auf die große dunkle Gardinenbettstelle zu werfen, die im Hintergrunde des geräumigen Zimmers stand.",0,0,34
193,Am Kamin,"Dann nahmen wir unsre Bücher, sagten ihr gute Nacht und gingen eine Treppe tiefer in die kleine Schlafkammer ihres Sohnes, wo wir noch einige Stunden unsre Studien fortzusetzen pflegten.",0,0,29
194,Am Kamin,"Sie mochte dann schon ruhig in dem oberen Zimmer schlummern; denn es lag nach einem inneren Hofe, wo die nächtliche Ruhe durch nichts gestört wurde.",0,0,25
195,Am Kamin,Aber dieses Leben mit seinem bescheidenen Glücke sollte nach einigen Jahren sein Ende erreichen.,0,0,14
196,Am Kamin,Kurz vor meinem Abgang zur Universität erkrankte die Mutter.,0,0,9
197,Am Kamin,"Es war der Keim des Todes, der lange schon in ihr gelegen und nun zur Entfaltung kam;",0,0,17
198,Am Kamin,weder sie noch ihr Sohn verkannten das.,0,0,7
199,Am Kamin,"Auf ihren Wunsch besuchte ich sie noch einmal, ehe ich abreiste.",0,0,11
200,Am Kamin,"Das sonst so freundliche Zimmer war jetzt düster und öde, die Fenster tief verhangen, und aus den Kissen unter dem dunklen Betthimmel sah das leidende Gesicht der guten Frau.",1,0,29
201,Am Kamin,"Während ihre magere Hand die meinige ergriff, sagte sie nur: »So leben Sie denn recht wohl!«",1,0,16
202,Am Kamin,"Aber wir fühlten beide, daß das ein Abschied für das Leben sei.",1,0,12
203,Am Kamin,"Was nun folgt, habe ich später aus dem Munde meines Freundes gehört; denn ich selbst verließ schon am Tage darauf die Stadt.",0,0,22
204,Am Kamin,"Er hatte sich, als die Schwäche der Mutter plötzlich in ungewöhnlicher Art zugenommen, die Erlaubnis ausgewirkt, seine Arbeiten im Hause zu fertigen, und saß nun im Krankenzimmer an dem entlegensten Fenster, von dem er ein wenig die Gardine zurückgeschlagen, bald emsig schreibend, bald einen sorglichen Blick nach den dunklen Vorhängen des Bettes hinüberwerfend.",0,0,53
205,Am Kamin,"Wenn die Mutter wachte, saß er in dem alten Lehnstuhl vor ihrem Bett und sprach leise zu ihr oder las ihr aus der Bibel vor; oder er war nur bei ihr, daß ihre Augen zärtlich auf ihm ruhen konnten.",0,0,39
206,Am Kamin,"Dort blieb er auch des Nachts sitzen, und wenn die Kranke im Anschauen seines blassen, überwachten Antlitzes ihn bat: »Georg, leg dich schlafen! Georg, du hältst es ja nicht aus!« oder wenn sie ihm versicherte: »Geh nur; gewiß, es hat heut nacht noch nicht Gefahr«, so faßte er nur um so fester die heiße Hand der Mutter, als müsse sie gerade jetzt, wenn er sich entfernen wollte, ihm entrissen werden.",0,0,70
207,Am Kamin,"Eines Nachts aber, da eine Linderung der Schmerzen eingetreten war und da er sich kaum mehr aufrecht zu erhalten vermochte, hatte er sich dennoch überreden lassen.",0,0,26
208,Am Kamin,"Unten in seiner Kammer lag er unausgekleidet auf seinem Bette; traumlos, in tiefem, bleiernem Schlaf.",0,0,15
209,Am Kamin,Oben beim Schein der Nachtlampe in sanftem Schlummer hatte er die Mutter zurückgelassen.,0,0,13
210,Am Kamin,"Währenddes verging die Nacht, und der Tag fing eben an zu grauen, da wurde er plötzlich wie mit sanfter Gewalt aus dem Schlaf emporgezogen.",1,0,24
211,Am Kamin,"Als er aufblickte, sah er die Tür der Kammer geöffnet und eine Hand, die mit einem weißen Tuch zu ihm hereinwehte.",1,0,21
212,Am Kamin,Unwillkürlich sprang er vom Bett auf;,1,0,6
213,Am Kamin,"aber er hatte sich geirrt, die Tür seiner Kammer war eingeklinkt, wie er in der Nacht sie aus der Hand gelassen.",1,0,21
214,Am Kamin,Fast ohne Gedanken ging er die Treppe zu dem Krankenzimmer hinauf.,1,0,11
215,Am Kamin,"Es war still drinnen, die Nachtlampe war herabgebrannt, und unter dem dunklen Betthimmel fand er beim trüben Schein der Dämmerung die Leiche seiner Mutter.",1,0,24
216,Am Kamin,"Als er sich bückte, um die Hand der Toten an seinen Mund zu drücken, die über den Rand des Bettes herabhing, faßte er zugleich ihr weißes Schnupftuch, das sie zwischen den geschlossenen Fingern hielt.",1,0,34
217,Am Kamin,Und Ihr Freund?,1,1,3
218,Am Kamin,Wie ist es dem ergangen?,1,1,5
219,Am Kamin,"Es ist ihm gut ergangen; denn er hat nach mancher Not und schweren Arbeit seinen Lebensplan verwirklicht; und er lebt noch jetzt wie unter den Augen und in der Gegenwart seiner Mutter; ihre Liebe, die sie so ohne Rückhalt ihm im Leben gab, ist ihm ein Kapital geworden, das auch in den schwersten Stunden ihn nicht hat darben lassen.",0,0,59
220,Am Kamin,"Aber Klärchen, was hältst du denn die Hände vor den Augen?",0,1,11
221,Am Kamin,Oh – mir graut nicht.,0,0,5
222,Am Kamin,Aber du weinst ja!,0,0,4
223,Am Kamin,Ich?,0,1,1
224,Am Kamin,Warum erzählst du auch so dumme Geschichten!,0,0,7
225,Am Kamin,Nun!,0,0,1
226,Am Kamin,So mag es denn die letzte sein;,0,0,7
227,Am Kamin,ich wüßte für heute auch nichts Besseres zu erzählen.,0,0,9
228,Am Kamin,"Aber es ist noch einmal wieder Sommer geworden, alter Herr!",0,0,10
229,Am Kamin,Wo bleiben da unsre Geschichten?,0,1,5
230,Am Kamin,Ein Kaminfeuer läßt sich doch bei sechzehn Grad Wärme nicht anzünden!,0,0,11
231,Am Kamin,"Gnädige Frau, wenn es auch wetterleuchtet draußen, wir sind immerhin schon dicht an den November.",0,0,15
232,Am Kamin,"Der Teetisch tut es auch für heute; lassen Sie nur den Kessel sausen, ich meinerseits bin mit dem Akkompagnement zufrieden.",0,0,20
233,Am Kamin,Freilich –,0,0,2
234,Am Kamin,Was denn freilich?,0,1,3
